,alfalfa,almond,apple,avocado,citrus,corn,cotton,deciduous_misc,field_misc,grain,grape,pasture,peach,pistachio,strawberry,subtropical_misc,walnut
0,1.7634049841312955,0.174,0.164,0.0,8.788954761783875,1.6731290649516375,2.291576139426832,1.3934364858958093,1.1512866269749016,0.8706131521668801,0.9312264290152952,0.014,0.045,0.031,0.0,3.9330023270883214,0.7053700285651505
1,1.9446408350821929,0.211,0.214,0.023,9.316322049907848,2.078950593157624,1.4975257296681732,1.668496096613608,1.076601373746133,0.8015373437372003,1.3817805994469596,0.002,0.06751336898395723,0.029282639885222374,0.0,4.059724854055787,0.6616245157152935
2,2.2037950068697434,0.266,0.18243843843843843,0.003,9.085681715982226,1.3117488047284125,1.2354154085119606,1.588357440857859,1.559214250240992,0.4322033716718695,1.6194897662259087,0.15,0.126,0.029,0.0,4.210951002528102,0.9867047939444913
3,1.91498802402918,0.2471400778210117,0.184,0.0,9.20091030327057,1.1154248080024622,1.9811020085935094,1.6277148821900589,0.6794677450101138,0.8020052722893191,1.606248876418357,0.489,0.11785281385281383,0.025431906614785987,0.0,4.156324712451224,0.9093885694565973
4,1.8976780413116296,0.266,0.202,0.0,9.12734784379454,1.4506004042626142,2.055722635603556,1.6911606227646745,0.37313315398167846,0.9997094519738916,1.7896529958964562,0.009,0.12136614645858343,0.031,0.0,4.096360423684719,0.9827682802676536
5,1.593199638906835,0.34,0.14200000000000002,0.0,9.463039071122264,1.4646556804046347,0.8937189083652756,1.6981886615133384,0.6507367529465812,0.30339523814419217,1.533024298123272,0.009,0.11772481572481572,0.031,0.0,4.086764318566245,0.9914126161825453
6,1.4097610266570149,0.4219868556406447,0.112,0.0,10.153746327402192,1.6144146141569617,1.2662,1.6915485968163995,0.5463185185185184,0.64185049719968,1.6960634228479183,0.0,0.12402959309494452,0.031,0.0,3.6165328553580327,0.9307076923076925
7,0.9503117450730867,0.3930262751159197,0.062,0.0,10.19865466760962,1.672754857735826,1.4594166711042953,1.7158984445336518,0.327177743431221,1.0719854565682794,1.5692000000000002,0.0,0.138,0.031,0.001,3.3985,0.8988241388281023
8,1.6384728682170544,0.409,0.081,0.0,10.46007140672783,1.9859457364341084,0.8494961240310076,1.6017000000000001,0.40408527131782945,0.493,1.4936,0.0,0.138,0.059,0.04,2.9209785932721712,0.947
9,1.834372621981043,0.6590421412227684,0.069,0.0,9.928550000000001,1.8017109748560467,0.5550898870403869,1.6068940255733204,0.5689017751723284,0.9561542459096404,1.5388596006144397,0.0,0.09973202614379083,0.05704,0.04,2.271096466973886,1.0178862345123492
10,2.0718837257278215,0.6457237475233514,0.0,0.0,10.294003378823533,1.750926881044994,0.3648456712672522,1.6182932435885466,0.3387391304347826,0.9636665829929002,1.5695377016804826,0.0,0.10032304777371769,0.05687215397679026,0.04,2.5712993320124538,1.1285554031533755
11,1.5044517637059076,0.6527542503863988,0.0,0.0,10.54355,1.812461680124664,0.261,1.5051354535691834,0.172,0.9068017110365647,1.6628170042651171,0.0,0.12553288001133306,0.05075115919629057,0.04,2.530168933539413,1.0079651641651284
12,1.3085484049930651,0.7176647314949202,0.0,0.0,10.736504205607478,2.0050374479889044,0.149,1.39874,0.45,1.1399213376841149,1.6897764487789886,0.0,0.09759999999999999,0.05425866501331605,0.04,2.127365426890749,0.8938433315484662
13,1.6218434563825468,0.7868512664395831,0.0,0.0,10.74199125608883,1.4807386923199164,0.26263334188351856,1.4493608003719254,0.27837028000363245,1.7167494571925115,0.9764999999999999,0.0,0.07390061349693253,0.051,0.04,2.779233496932515,1.2653573388880865
14,1.5384840087325202,0.7920112961593088,0.0,0.0,11.054182818994205,1.4570039337056668,0.4230853196639858,1.4102572016644432,0.23084196276836097,1.5945639003933625,1.6687,0.0,0.0746,0.048239436619718315,0.04,2.934119999999999,1.2930801212984309
15,1.8256476712604528,0.9195766016317586,0.0,0.0,11.157013143457762,1.5860350418204272,0.1874007718904654,1.4975370950984006,0.11255813953488372,1.3514264548056458,1.6526062969177782,0.0,0.0746,0.049775147928994096,0.04,3.4005007309885458,1.3174529046648844
16,1.1533375720020227,0.9546465708173744,0.0,0.0,10.730260311255016,1.5798720761278748,0.20121883795927928,1.4584317931462016,0.43927353422648135,1.7800196823710166,1.6809607928025327,0.0,0.0746,0.07096411856474259,0.04,2.559994100585193,1.3769106101422697
17,1.141054309118279,1.246144571813065,0.0,0.0,11.025513220099816,1.5516520565225822,0.3161192751448845,1.2601920261098387,0.5269851250884297,1.5248467332861615,1.6204775571002983,0.0,0.0366,0.086,0.04,1.647284217349033,1.4422009083676126
18,1.069193920709607,1.3863488909376667,0.0,0.0,11.309570720961283,1.2205820059124302,0.19492122830440586,1.289086811515932,0.5205469230990126,1.3508703597407645,1.7368800000000002,0.0,0.0366,0.13404,0.04,1.9818953931233472,1.9376137456955527
19,0.6989466976929907,2.1324810005292907,0.0,0.0,12.122285172413793,1.0009579725359283,0.4787131327953044,1.2207002001632652,0.16011712843021378,1.2067535942270107,1.8608799999999999,0.0,0.04,0.14104,0.04,2.49738,2.355185101212203
