,alfalfa,almond,apple,citrus,corn,cotton,deciduous_misc,field_misc,grain,grape,melon,onion,pasture,peach,pepper,pistachio,potatoe,squash,strawberry,subtropical_misc,tomato,vegetable_small,walnut
0,0.9055,5.210489039034877,1.4192266710423695,7.818122648023786,0.18206213924055356,36.848151382640424,1.9111220705191938,8.91033152823771,5.740922048550977,17.62412975727252,3.5727504315599194,4.03169127926202,0.0,1.1758204181326375,1.0546238748139791,1.318,3.3344198775539002,0.0,0.0,0.36,1.4906632539553535,3.668913580159768,0.752
1,2.1905238905860442,5.6572781899170925,1.4035762923917268,8.500481641755162,0.3455247745448358,28.620562049068596,1.6940610866394457,8.558924418691927,6.825554563115929,18.187919160075968,3.845315650593351,4.829234596473933,0.0,1.1268990102186627,1.3664635361267063,1.318,3.595641317457032,0.0,0.0,0.34,3.2206505449634895,4.315729277380099,0.702
2,3.385026964450847,4.2085574948978035,1.4525692191959658,9.250907104788835,0.4662686567164179,24.91582315017632,1.7500102363386334,11.180563788426735,2.4305686567164178,20.43920276687429,4.398837039425262,4.8793275077045495,0.64,1.190050646873195,1.5264021051658763,1.33,3.580284877657288,0.0,0.0,0.0,3.6386585525202206,3.1659212320713417,0.607
3,3.1983075399162924,6.324178234137319,1.3738184368692532,11.305490352088547,0.2584526073908415,29.02376175837824,1.2775832294938247,6.7535161521454725,1.5079,21.280078603127407,2.579187278401453,4.82696864165364,0.0,1.2508984691086764,1.4207272215067897,1.221,3.0067825975764575,0.03223730236462852,0.0,0.36,3.5122155661760206,2.3574960096651436,0.702
4,2.6597652104342027,3.993790964663784,1.16414,11.635671428571428,0.27275981239200203,21.324666121585825,1.4948881690140845,4.006550980935437,2.8665047337278105,20.95190915492958,2.191504768256129,3.549957873933808,0.0,1.6027688732394367,1.7077820313816214,1.577,2.1324434039063664,0.05,0.0,0.403,3.210907661914576,0.9742988111139126,0.776
5,2.0510146004577567,5.365896056296731,1.06309,13.155390718545341,0.324,15.725724065698667,1.6190346258806256,8.780599289973003,1.68065,22.207912420841488,1.8458578734165814,4.145774674902674,0.124,1.3465819397328571,1.6378012156527038,1.639,4.575863562761556,0.1407771134743485,0.0,0.46125,4.807770938508764,1.3285609038568993,0.726
6,2.118510867027486,4.274619418365011,0.41967663421418644,15.184036611240042,0.15,17.86989004262111,1.6101117016805784,9.765785099287244,2.9437299595792763,20.159613084200814,2.2854956361213032,3.247432297850263,0.084,1.6212342900802106,1.7089603735418013,1.639,5.7592901915306,0.0886,0.0,0.455,3.9853283028467423,1.1604454898133298,0.717
7,0.6096875891583453,5.246989010989011,0.37443000000000004,15.681103183775228,0.35,18.538089787356167,1.652311653668342,7.9777255377529706,4.326713166583151,20.009313505616035,2.478203934859767,1.8553333396292373,0.1,1.3628354576291657,2.0366567394403865,1.639,5.879514949387424,0.015,0.0,0.461,4.046342098291963,2.036125233854648,0.7807948120081609
8,1.6349412587412588,8.333355633683164,0.2774534731323722,17.543459002998173,0.0,15.756060559878854,3.0748723263293147,9.26857840195309,4.1884222175079655,23.046953466118236,1.6722099969281212,2.5755453786804816,0.0,1.6801265721215448,1.7854197495335205,1.639,4.937596512821033,0.03335465681590435,0.0007787467045224092,0.585,3.8231431955959843,3.0728230735732,1.0001557768832532
9,1.9414616377616885,11.015631816266286,0.20334999999999998,19.348230149625934,0.225,12.053325135110194,2.9588800997506235,8.102005655601243,1.774096494355211,25.43986994848801,1.6187549023565457,2.4026681908737038,0.0,1.662200199501247,1.4979414958721289,1.639,4.581170525608137,0.0455,0.16,0.9105648218347233,3.168062023804334,3.1838469031899908,0.7978999999999999
10,1.1768118470229114,11.213213027800965,0.25927999999999995,18.224519741090162,0.303,10.170067472417472,3.443381209406495,7.579071262234234,1.0333857844698198,27.064318144097587,2.0863669431190943,1.970717753574134,0.0,1.7420690593505042,1.4556942694925241,1.639,3.943505209625183,0.03,0.1508160442600277,0.915,3.3501324265395644,3.2921498054993155,0.73
11,2.146977342720738,11.413964534394514,0.25294199759326114,18.940301270778313,0.14222222222222225,8.304873395470315,3.2847365033242513,8.923929362903102,2.180209395885292,26.579519391142366,1.6354418766836094,2.065925047740544,0.0,1.7149037619616185,1.0730214700229628,1.639,4.009903057923271,0.029,0.3545,0.9550000000000001,3.7920467975331196,3.445252571700502,0.435
12,2.34881,11.610869952654445,0.2538,19.471677967940572,0.36527,5.305128033050693,3.010020821034112,7.656939134298109,1.2393787236627631,27.635650443108027,2.024868846362816,1.712887220150387,0.0,1.604869339263024,1.09155,1.639,3.0855762412589285,0.06112068965517241,0.3505,0.9550000000000001,3.9118808635919344,3.33583172396901,0.411
13,1.9415747900954459,10.856766112807062,0.25303,20.99266890917002,0.15,4.343347568057283,2.582709592222299,7.5606005851809055,3.559770729377549,27.423748224505132,1.7397933889926476,3.2761146824556686,0.0,1.3673125350795134,1.2405082817924187,1.68,3.818985588641408,0.07909015629372458,0.2785,0.3888888888888889,4.152724225388539,3.6394557410514916,0.0
14,2.408893159548854,10.790355338240225,0.25303,22.29244731389936,0.435,6.927683513447113,1.8693662393795576,8.913446620788518,2.2650886448854406,28.943755612653447,1.6722470153300046,3.9719448634283836,0.0,0.9036018918918919,1.374837027832744,1.787,4.4230927584329605,0.19372076914059774,0.2691437054631829,1.2123081203182355,3.665148896892322,3.52342850842717,0.0
