,alfalfa,almond,apple,avocado,citrus,corn,cotton,cucumber,deciduous_misc,field_misc,grain,grape,melon,nursery,onion,pasture,peach,pepper,pistachio,squash,strawberry,subtropical_misc,tomato,vegetable_small,walnut
0,4.128935631719818,0.9214136005060001,1.5504956908184098,0.15,7.445610486558545,7.64088978580294,2.2996194973376705,0.007,27.66792049231287,0.34928875379939206,3.3022635587920903,16.427158952206995,0.0,0.01,0.039,0.051,11.679447266682304,0.0,0.1355,0.085,0.003,1.3867673369184008,0.5093292941740262,0.5718180404354588,0.443241611935084
1,5.493536411608953,0.9100428556101783,1.4254433421101633,0.15,7.630825354869622,6.234797129712722,2.043835096202061,0.007,28.25580441150608,1.3643122570371409,3.7195410506033184,16.352942211945532,0.0,0.0,0.003,0.192,12.255040148621724,0.0,0.1695,0.001,0.0005,1.4186794032474108,0.789553915406315,0.134,0.4113764115187747
2,4.420367263689712,0.8529172031850543,1.1581080219968234,0.15,7.555509762730745,6.427476179490273,2.36404461740761,0.025,27.07634901762209,0.9971060844853138,3.593078606474116,15.118255325749935,0.0,0.024,0.059,0.2073,12.143691547459705,0.0,0.1825,0.11,0.0,1.3651560441317425,0.7150838763343963,0.058,0.44936644924248126
3,4.954107546216928,0.7393919902393081,1.0070081097172463,0.0,7.8714169792843975,5.8716547721728425,2.837930047332404,0.005,27.88997073784044,0.6875752321071565,4.425412415133094,15.037974612021635,0.002,0.02,0.029,0.394,14.098812785132125,0.0,0.1655,0.073,0.003,1.711313228653389,0.075,0.309,0.48963154414904314
4,4.646533974796343,0.6523340425531916,0.706587856699584,0.0,7.941241422528133,6.63133034344881,3.2111201020338616,0.044,26.4339736666904,0.5880848626799096,4.516955899240987,13.716261060404417,0.007081604426002767,0.024,0.034,0.036,13.39485658935533,0.0,0.0638,0.0,0.054,1.569922141853094,0.0,0.08,0.3767264332899368
5,4.7146205013798275,0.6097255639097742,0.6330635435948754,0.0,8.603462841932842,5.63651514291577,1.852409329691676,0.055,27.764891682029425,0.5376449934980494,4.803268515541287,12.928569323123256,0.0,0.02,0.034,0.036,14.146650211284335,0.0,0.043,0.18,0.048,1.6062781954887217,0.0,0.005,0.3157501556101556
6,5.76873644548342,0.5905,0.5600044691245785,0.0,9.180146812092199,8.371924229565568,1.9390077152150704,0.134,26.04298292109396,0.24458169934640525,5.39855754305079,10.71434235089198,0.002,0.022,0.036,0.147,13.651539822842263,0.064,0.11019160104986878,0.091,0.0124,1.444,0.0,0.058,0.32952439024390234
7,5.552625684323331,0.6595,0.5174171349221807,0.0,9.35694906448946,8.035471079175183,1.9920971202701794,0.157,25.696328226875703,0.3075555555555556,6.757173544457223,9.807855656343751,0.0006000000000000001,0.02,0.033,0.083,14.544402795504187,0.0,0.1345,0.139,0.037430000000000005,1.4321677429037094,0.001,0.0828349459041731,0.4096014492753623
8,6.946657857481914,0.6870931232091692,0.49988032465948085,0.0005,9.96209887171561,8.485115302138984,1.5269130448992052,0.147,25.84758643141982,0.6074119456018112,4.934435862634299,9.407652984129388,0.011,0.02,0.026,0.479,14.408094464012862,0.006,0.1375,0.16050632911392404,0.09866,1.5122897280966767,0.008,0.081,0.46814373088685024
9,6.5422891133489465,0.6705,0.39026543343429976,0.0,10.903810872718799,8.594487417453928,1.379025101996994,0.167,26.415439413093697,0.2951839298312746,6.967655595324166,9.73140362036616,0.0,0.02,0.033,0.16899999999999998,13.977719502431743,0.0,0.1375,0.015,0.098,1.2853999999999999,0.0,0.074,0.4125
10,6.735658446230706,0.7255,0.49853317065537384,0.0,10.803180529020763,10.442868071876335,0.3867,0.197,24.88386750236676,0.17025225225225227,7.448385064596549,9.741406453728164,0.0,0.02,0.07426621160409556,0.052,14.02285768283141,0.0,0.1705,0.135,0.12925,1.26543156986774,0.0,0.0,0.38619304496984913
11,6.6626332714586916,0.5334792327660801,0.36542172342678164,0.0,10.964512790495075,10.638102388293772,0.2908632823766945,0.131,24.298612936926133,0.31995712931082726,9.338409119930908,8.911473253660983,0.0,0.02,0.037,0.5330636243718686,14.0866361825675,0.0,0.18730976863753213,0.015,0.2491,1.1623551691948657,0.01,0.08681012658227848,0.4195
12,6.568359096024395,0.8169630169135704,0.4043232945218301,0.0003,12.307502708443538,7.8724960884310375,0.148,0.224,22.156024783577774,0.262,8.449223020434456,8.623080477765832,0.0,0.02,0.1788632823766945,0.682,13.42921169039825,0.0,0.25812848297213614,0.052,0.1745,1.273334142746315,0.33567668097281833,0.125,0.427933234421365
