,alfalfa,almond,corn,cotton,field_misc,grain,grape,melon,onion,pepper,pistachio,rice,subtropical_misc,tomato,vegetable_small,walnut
0,1.6612451392848753,0.2804545454545455,0.0,14.71456906159731,2.7240203839149464,0.138,0.5620471640650622,3.0945940585917935,0.3866713780918728,0.0,0.0,0.12100840336134451,0.0,3.694178611202903,1.5959112544353462,0.149
1,2.0894452727198907,0.2575848145933886,0.0,14.734196575989241,2.3158286435967415,0.193,0.6211245634458671,4.234782529064724,0.3494503901895206,0.0,0.0,0.1157196261682243,0.0,5.04163569071927,1.5736518935131334,0.11008
2,1.7165560629529957,0.23878378378378382,0.0,11.841466665616862,3.545347376917233,0.5468851122967238,0.5111155659504001,4.844645161890515,0.3523281100174975,0.0,0.0,0.20617241379310347,0.0,5.664408315724541,1.6489914310563474,0.129
3,1.038,0.4928823529411765,0.276,12.959528022339223,1.0476217304848336,0.0815225535741046,0.4769457234474359,5.8044520953751055,0.5137566310160427,0.15,0.0,0.4008597807944522,0.0,4.796340403853771,1.2818607061738592,0.129
4,1.113019211663971,0.501,0.14549923195084488,13.393067261740441,0.9023962471094267,0.0,0.6192456165773077,4.039919488063977,0.5050764871020711,0.0,0.0,0.11801887182150252,0.0,4.564986782137696,1.3121008018327607,0.035
5,1.1732989536621823,0.57143882853094,0.296,9.643791234735279,3.1576127910028724,0.8107692255220085,0.5949468125221207,5.831033961729071,0.339,0.0,0.0,0.11917241379310345,0.0,5.45580392191416,1.0823318565882623,0.029
6,1.1238169934640525,0.9447700065875965,0.0,11.546874673273363,1.8398207501221315,2.1106347951983637,0.5184277547360161,3.4058390025975607,0.6837048399880779,0.0,0.0,0.12451767388825545,0.0,5.258687512425083,1.7026259977194984,0.0
7,0.751,1.0972812887899228,0.0,14.242013321990937,1.3134285935818537,0.5806259984723534,0.5959265289161371,2.4864522397971074,0.7688564378824154,0.0,0.0,0.026,0.0,5.294024881133316,0.9260807094359569,0.0
8,0.8152725822860075,1.7491269096792044,0.0,12.867638762141544,1.3737012560601045,0.2733043478260869,1.5857920618994215,4.067362237838113,0.2271836493878017,0.0,0.0,0.0,0.0,7.040449113796825,0.7686290790848914,0.0
9,0.7488186624265221,2.352120973197101,0.6,8.152534845807402,0.8543543593151773,0.6056304235492683,3.254639706855899,3.2200587586070775,0.2888246951073611,0.0,0.0,0.0,0.0,10.802137757857853,0.8068198172763416,0.0
10,0.322,2.530429383015796,0.0,8.654631112586316,1.0232835846590242,0.2629,2.93333302015522,2.7478530364464033,0.37629019311022766,0.0,0.05,0.0,0.0,9.863272733090074,0.721936936936937,0.0
11,0.347,2.689983040935673,0.0,3.894945950289942,2.126109701984219,0.9036077002518599,2.93333302015522,2.303967254716152,0.619,0.0,0.155,0.0,0.0,7.112063331666936,0.208,0.0
12,0.272,2.66924,0.0,2.0372897386905913,0.151,1.4267512280896077,3.22255074444406,2.0064054135095546,0.5743537414965988,0.0,0.155,0.0,0.06,8.630069133769588,0.0,0.0
13,0.22,2.8532632751871834,0.0,6.1626479424448455,0.9799680067001677,1.2411373495226803,3.1379644466153005,1.5101260402406216,0.10606,0.0,0.155,0.0,0.053200000000000004,10.035122939289202,0.0,0.0
14,0.33848548834513315,3.3601499790268763,0.0,8.436582018821648,0.4678540141297286,3.4419675714214586,3.0455362555312293,2.3729269601304033,0.0,0.0,0.39137804542640237,0.0,0.1732,8.599749667167124,0.0,0.0
15,0.5196597214537663,3.343207373867491,0.0,8.399952285651375,0.9868725838964608,2.2348244429574757,3.267045625283059,2.0239908741282493,0.12409972299168975,0.0,1.3508162402696104,0.0,0.11320000000000001,6.513721129500821,0.0,0.0
16,0.3827165794271599,3.4769209796854272,0.0,3.459032993197279,0.5308032757909621,2.925183861671469,3.251525216520356,1.9901492342012346,0.29,0.0,2.235042194092827,0.0,0.11320000000000001,8.706465665413287,0.0,0.0
17,0.285,3.6517711225171374,0.0,3.18067472698908,0.15,1.28055,3.305,2.5680556533683885,0.0,0.0,3.132542194092827,0.0,0.053200000000000004,6.584946303032567,0.035,0.0
18,0.26244604316546766,4.308500961477901,0.0,1.6007315635952735,0.12431654676258991,0.4523306618548809,3.2245794011800313,2.6603644350294893,0.0,0.0,4.289910042686351,0.0,0.053200000000000004,6.473560344248017,0.035,0.0
19,0.27871012482662966,5.1872868981939035,0.0,2.2928109173310784,0.11983356449375868,1.4330919668413813,3.2585835204619396,2.3101849967224255,0.153,0.0,4.108773242609868,0.0,0.0,4.902364768519014,0.035,0.0
