,alfalfa,almond,apple,citrus,corn,cotton,cucumber,deciduous_misc,field_misc,grain,grape,melon,onion,pasture,peach,pepper,pistachio,potatoe,rice,squash,strawberry,subtropical_misc,tomato,vegetable_small,walnut
0,13.882255891853434,19.71211926841811,1.9594074692411532,0.24765403474936945,3.8396495799083508,281.2153004156757,0.12762478485370052,0.34201951009677906,50.375162022839554,23.584853995717864,6.74103452374683,21.07582026029463,11.02600951425802,0.0,0.18693347193347198,1.0351560929618635,6.3621021590925375,0.108,0.042,0.08988771054273237,0.0,1.0199844642812528,75.24805813266373,27.492239835526618,0.4458268613441027
1,24.640608513768978,20.57592063342734,1.8117030089694524,0.25671428571428573,4.584344979868375,247.99485489939875,0.11475409836065575,0.3360978283932189,56.769152247218486,33.00049612346947,6.798996170390988,19.313002194383255,12.718954133697107,0.0,0.20208197157866703,1.1722490773049672,6.943159285104598,0.0,0.017967914438502677,0.038897010480720896,0.0,1.1609387922272925,85.5493496191884,32.264717303062966,0.44763990955342003
2,29.485541349852017,24.098613751474502,1.8856441825748989,0.35335244922341696,5.613674516855742,227.22686929689746,0.0,0.3507920862289037,54.42290477263481,15.36484701165842,7.019862535006071,20.171420120363372,11.567063315277446,0.429,0.20694061884339168,1.6735959365429778,7.030247505146362,0.0,0.01806451612903226,0.0,0.0,1.037850121977626,97.23319434575964,34.06642579881175,0.38058576874205846
3,22.983111056581308,26.046129548544382,1.7352683250912146,0.47871960758524457,5.697131156945829,234.2999811766626,0.1480047225501771,0.4078374970669886,42.07917517141912,18.85257281767995,8.78661518599516,19.997495476591755,12.524405222022057,0.0,0.2289587184643201,1.730535301413498,8.408870112155764,0.0,0.021,0.012355212355212355,0.0,1.2154867161064142,92.88918324481438,29.003750310320868,0.4495434196339292
4,12.840484471202403,27.98582530001309,1.0158103942514058,0.5895790784557908,5.145412758404706,215.8535006036154,0.14465753424657538,0.43799999999999994,34.78191603095678,24.89079462666122,6.762229831030404,17.216129760280953,11.840266748948638,0.0,0.20919676214196758,1.2975381426893224,9.469646055585024,0.0,0.014933333333333335,0.007439393939393939,0.0,1.2450058224163028,82.35208532821032,32.63549802361694,0.473
5,13.269640791638409,27.59480322567829,0.6975263606013756,0.8695308641975309,6.401335136293907,179.3041459924229,0.37936624569460387,0.738022962243674,32.47050827021893,24.507760664922127,7.910643612564407,16.201277670814477,12.475325939568581,0.0,0.2417283950617284,1.0657904030485479,9.973028080659558,0.0,0.0,0.005720122574055157,0.0,0.8191491160943163,86.810335662596,34.76779494303675,0.11743554006968641
6,12.616391851983767,31.796911084717824,0.9535316283514459,0.728,6.073447165447405,175.16392820438696,0.40390410958904105,0.8640155466399199,34.69830970779694,46.68871179760665,7.382628478519241,18.811652708394018,15.03388304471794,0.006,0.8531805523590333,1.2806226360417974,10.966656163272141,0.0,0.021,0.010080063000393751,0.0,1.0096054422586693,84.98367657590241,32.66982120178583,0.033092037228541885
7,9.66571781588326,38.37498844788164,0.9232,1.3086027724073737,6.27642776256676,189.13618532274512,0.3885104895104895,0.945075351173554,31.66659266249248,36.025090912091194,7.16994588712354,19.620193647869918,12.69969389930008,0.003,1.3466,1.5536671854565196,10.813194972493921,0.0,0.063,0.04308743457748489,0.0,1.080356421726431,85.57910208291798,32.811606931782215,0.09
8,11.926475366071289,49.680250226720304,0.9646763975155278,1.3655421551375784,6.217677032379582,163.0150297348808,0.193768115942029,1.2183988655834992,28.786946614155475,52.732203354946655,9.299147586298433,21.541960443032703,15.881396004216755,0.023,1.36972803806735,1.6510247842656205,14.29018848887654,0.0,0.051,0.10870240735811812,0.03797748991293268,1.2300044843049327,80.63803457856892,36.00296178558906,0.4061760461760462
9,13.961578283775696,60.13856656600624,0.8525171423115026,1.3999776386175031,6.918515753914252,141.1573217583257,0.297,1.518833365526108,31.176768915303654,34.89346717961658,10.554212575042879,18.104341409929773,17.69312725488413,0.043,1.1750812417437253,1.6464939803818368,16.88262375419191,0.0,0.0,0.009858793324775354,0.07763994743758212,1.533302078368765,90.1420681301027,35.069829480600745,0.3980047505938242
