Year,Month,Day,realization,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf
1906,1,1,1,2586.01220131839,4358.01268618282,5141.96123802435,376.384902802253,59.8068490864225,167.787201739611,28.3912292034282,595.14887399858,1222.98201701296,2188.70715962075,2403.46738759419,625.176213025277,163.848454219288,264.406481953915,759.03223013563
1906,1,2,1,1435.15540004796,4236.76926296744,5595.37872338461,376.384902802253,56.5444574656083,205.583623921366,85.1690259230422,595.14887399858,1222.98201701296,4868.01380034552,3758.04793052774,509.83779204598,120.55787362406,203.660781710913,881.755321758182
1906,1,3,1,2383.88895724052,5901.75678543801,7433.50686943015,376.384902802253,416.471550273012,250.926894949201,60.2437611845169,595.14887399858,2645.82261773628,2429.75631774844,2491.33788748883,615.562093502938,110.039969086845,321.574826241213,859.061641357862
1906,1,4,1,1762.0485592077,3959.01967733044,4725.98361971251,376.384902802253,1463.67947516045,368.831835211842,489.570394222107,1110.29283466142,1630.96042954729,1632.77211318803,1587.28792802865,739.615248629905,113.273951087408,251.645897220156,543.41765279637
1906,1,5,1,1462.27929463097,4476.14730367473,3551.61351862588,376.384902802253,1113.47800265661,191.220517157664,223.667753901892,747.331220171538,1287.32440684022,1309.93352228265,1495.83087711792,596.799053789984,80.5062503863201,187.32862027178,469.877329260497
1906,1,6,1,1636.3745143064,5539.44768412261,3797.70068495419,376.384902802253,458.878244589393,210.114842126582,120.489076264782,737.328506358514,910.484533580318,1096.03324544579,1419.8557714267,618.198223049386,90.2181471018567,157.212946790067,414.398418607222
1906,1,7,1,1270.80469064865,6186.52338970799,4509.99885905126,376.384902802253,307.728826874378,206.337531581582,79.6293875830377,658.742953756949,1659.71591734663,1061.68579714603,1387.81591568281,632.619402332896,95.069120102701,142.412286688999,387.500746219512
1906,1,8,1,1331.6827651572,5156.88693409429,3701.65519687268,1518.77512427459,337.088153084602,191.220517157664,96.2483026030511,658.742953756949,6189.26129108743,990.385704867071,1338.5606150616,879.433492220923,398.083282841596,134.754779998677,406.413787455526
1906,1,9,1,1076.41677947038,4674.93322393556,3600.05957774632,1518.77512427459,295.769655434194,253.196390173768,94.173851780076,1092.4038502603,8918.96732074665,814.740669849113,1317.16086066549,3557.48266733896,1398.97085987427,125.56577197029,338.327823547321
1906,1,10,1,5971.77745736041,3687.48770314038,3451.52301978287,1518.77512427459,232.698216349856,317.44175841444,235.438514189559,1130.28146511901,8309.70049361692,761.265600639901,1320.14965317892,2220.18965507026,832.178199098689,116.376763941903,310.169938104844
1906,1,11,1,3377.12579332298,4233.66045724397,2904.50586680155,1518.77512427459,200.085292027228,676.449477311714,1223.61520640576,1615.38369000589,7668.81851691774,880.144792958846,1242.97903048233,2947.60634344601,1112.14153320896,109.233610531157,277.808060674975
1906,1,12,1,3037.67527556,3909.72290085825,2572.62684432209,1518.77512427459,169.637769151031,1652.22361246093,3998.25145322539,3765.25328014681,4319.20136354006,802.880173729634,1253.0811491777,1433.38251867746,468.071628690701,101.06752981159,376.153906019352
1906,1,13,1,3104.37996446045,4393.98600955442,2292.29819154749,1518.77512427459,148.97302438307,1152.62377329926,1376.59624275174,1468.24049436845,2045.69082126103,724.92997669005,1228.15461961575,1095.69949265893,314.746054365551,98.5131011647056,258.895019438958
1906,1,14,1,4353.88737491799,4755.4957036838,2417.7875951721,1518.77512427459,134.837459610944,807.924755458242,703.541838659307,1626.80576455308,2154.67570872153,732.197101480019,1224.56806859965,973.352068414965,254.872609142823,98.5131011647056,271.925425516973
1906,1,15,1,7903.09921053989,5030.93589078337,2760.76687974129,940.967123003084,125.054681502707,2757.2035305321,5577.78648060676,6266.60362014085,1449.29247209674,775.114272409466,1281.59422975575,721.265719434041,213.203994904801,77.0778616821354,349.674663747481
