4.654860340648676269e+06,7.113167379818426445e+06,3.226516515996143688e+06,2.837433613646583632e+06,4.418595889622097020e+05,8.989090530602443032e+05,8.978988079629060812e+05,1.387257946589986095e+06,2.359638823927223217e+06,1.283644578141771723e+06,2.197141221956729889e+06,2.049991603664436145e+06,5.415645811228837119e+05,1.685646233982079139e+05,1.070098024684463162e+06
6.208171057388818823e+06,1.039400888566669449e+07,4.441321932450165972e+06,3.840183353341626469e+06,8.398814498396464624e+05,1.267875252543220064e+06,1.266536996685241116e+06,2.122747241162068211e+06,3.449191847644191701e+06,1.930891070089301094e+06,2.997678810077906121e+06,2.843700024046893697e+06,8.791606682811338687e+05,4.562806485439025564e+05,1.210310614643785637e+06
4.940146884850292467e+06,9.137186517619060352e+06,2.807620551345042419e+06,2.803735652132392395e+06,3.510524524238962913e+05,6.912599824695331044e+05,6.894735968352361815e+05,8.940299816010022769e+05,1.274227305043342756e+06,5.712473723340451252e+05,9.400254996045272565e+05,7.448028208366448525e+05,1.694465116450417554e+05,4.047405438628304546e+04,2.277065987305614981e+05
4.508826410050251521e+06,9.070578556247532368e+06,2.287480665417234413e+06,2.351628501362448093e+06,3.010122089806593140e+05,6.180124195645733271e+05,6.189954768154082121e+05,8.767357758311555954e+05,1.329505021071762079e+06,6.952705782592162723e+05,1.329768300026315032e+06,1.120110123924513347e+06,2.738881722864524345e+05,7.534098123260869761e+04,4.661615183143430622e+05
2.916481219954932109e+06,6.463708169508306310e+06,1.704927040489047067e+06,1.408267447381909937e+06,1.690707057989159657e+05,5.008718021745596780e+05,5.012090778356480878e+05,7.041221905461361166e+05,1.248314243521562312e+06,6.929635603501285659e+05,1.195693818991624750e+06,9.141084019075200194e+05,2.052007511536278762e+05,5.043802674180627946e+04,2.826003106348571018e+05
4.209104765699571930e+06,8.660279169211909175e+06,1.869617954685527598e+06,1.885414978532958077e+06,1.799566091188944119e+05,5.162955597137610312e+05,5.166488682821714319e+05,7.360665646194349974e+05,1.222988148798739770e+06,6.074399315471395385e+05,1.345703116873829858e+06,1.204137733781099785e+06,2.960913888944001519e+05,8.371525069138045365e+04,5.035112134710501414e+05
5.624619101779526100e+06,1.020893757053632475e+07,4.455553484034328721e+06,3.337871578428725712e+06,6.921148337386237690e+05,1.197382068073260598e+06,1.195387270571673289e+06,1.939873473254966782e+06,3.021807705947276670e+06,1.640599162191048497e+06,2.686113421709275804e+06,2.640508723331210203e+06,6.498840522844984662e+05,2.336881832184881496e+05,9.994610937280829530e+05
4.975531172485274263e+06,8.968290854202577844e+06,3.144002090958927292e+06,2.540101875405819621e+06,5.232895534530196455e+05,9.560829212745109107e+05,9.550753394464059966e+05,1.489121373649372486e+06,2.851386387081906665e+06,1.595849110312176170e+06,2.780234194566768128e+06,2.463674810607952531e+06,5.139146013572300435e+05,1.542219384997972811e+05,1.060403229032215429e+06
3.140827734028729144e+06,9.023271389373207465e+06,1.866813380032379646e+06,1.790444612289427780e+06,2.181689751463860448e+05,5.622317562314480310e+05,5.635982109240184072e+05,9.158540289433224825e+05,1.576718888447741512e+06,7.315614390737632057e+05,1.421529072171962354e+06,1.389404183409628225e+06,3.668359637497071526e+05,1.174877768221518345e+05,6.166633794579548994e+05
6.995696590888995677e+06,1.080860755825175159e+07,4.796278360496083274e+06,3.543578115024187136e+06,8.310546225315517513e+05,1.406572766136631370e+06,1.407493692471362650e+06,2.212272293126091827e+06,3.569785577446215786e+06,2.007828030167737044e+06,3.893774932217256166e+06,3.738709146567987744e+06,1.000766318521590903e+06,2.796929693031530478e+05,1.343468066485841759e+06
3.545224544650519732e+06,6.523600523131775670e+06,2.281630466381507460e+06,1.964100629640222061e+06,2.824824474245747551e+05,6.585936860110035632e+05,6.593472871003907640e+05,1.060683267708863132e+06,1.813873642319123261e+06,9.618565443032197654e+05,1.863766754127777647e+06,1.764644179104013601e+06,4.260034178065933520e+05,1.244102003045935417e+05,6.801389917314758059e+05
6.155590303850724362e+06,1.360371799812546372e+07,3.161337823406022973e+06,3.157282497580361553e+06,4.314916137786961044e+05,8.724566660827310989e+05,8.736890454540895298e+05,1.333583620587703539e+06,2.242732360835973173e+06,1.004997721640591277e+06,2.015266996423582779e+06,1.809140125303901965e+06,5.652491754469261505e+05,2.564918438342158042e+05,7.378067231488944963e+05
2.314904359854068607e+06,5.711188311417385936e+06,1.254106035073806299e+06,1.226357709641305963e+06,1.093768274641710159e+05,3.013284096825488377e+05,3.022193922407114878e+05,4.193652287155096419e+05,7.788229104071203619e+05,3.621527509831974749e+05,6.603396823151119752e+05,6.706556335428697057e+05,1.648806860592438316e+05,3.290443473281896149e+04,2.546508250206961529e+05
2.696504633467529435e+06,5.401125359391392209e+06,1.358522131083160406e+06,1.276815774664434604e+06,1.165515936304642091e+05,4.252281592207005015e+05,4.255062233655746095e+05,5.877667304678041255e+05,1.007042698524670443e+06,4.875290254160234472e+05,9.404959893234369811e+05,9.084169458861791063e+05,2.478617282311177114e+05,7.793790035736186837e+04,3.533126758946950431e+05
1.140935020402728114e+06,3.511584151222633664e+06,4.345585919222460943e+05,5.002537254865273135e+05,2.923928189165076037e+04,1.499907473011543043e+05,1.501074014392815880e+05,2.268104314403200115e+05,5.344294072067183442e+05,2.945231541106770164e+05,6.180459291002325481e+05,5.548675331738904351e+05,1.256763212693544629e+05,2.895210471022684578e+04,2.061315907073842536e+05
3.272715450173778459e+06,6.779159305015378632e+06,1.689974457979860250e+06,1.578951815211630892e+06,1.652546633242414100e+05,4.734122301462203613e+05,4.734905099475265597e+05,6.836105133041499648e+05,1.255356521332799224e+06,5.602179883410360198e+05,1.189049195915143006e+06,1.124110969061991200e+06,2.430005085847414448e+05,5.685554741002855735e+04,4.053636723542143591e+05
4.981782224239211529e+06,7.965161489218908362e+06,2.919240683705789037e+06,2.854389182712768670e+06,3.740034862458790885e+05,8.771013373577735620e+05,8.783159533658897271e+05,1.290721440797269577e+06,2.080268962493831059e+06,1.071238830724961124e+06,1.881673157015872188e+06,1.555090322323817993e+06,4.163137438111331430e+05,1.457281504524087941e+05,7.487080710290888092e+05
2.499284192537071183e+06,5.643098611057397909e+06,1.336746606563585810e+06,1.334370143392223166e+06,1.325031476257478935e+05,3.425941008401188301e+05,3.418650579592344584e+05,4.909292860577469692e+05,8.732167703015998704e+05,4.053979974388520350e+05,7.528338652904287446e+05,6.800350562180546112e+05,1.478625890254674596e+05,3.043635783243321566e+04,2.316929874739201041e+05
6.133512957407651469e+06,1.143390424800815992e+07,3.573084245552910492e+06,2.886877050106947310e+06,4.705306895275253919e+05,9.698460963350248057e+05,9.703241127706890693e+05,1.402924786671570502e+06,2.217897570093458053e+06,1.117075524179885397e+06,1.936919425156974234e+06,1.669782930762512609e+06,3.771273296566308709e+05,1.200847395544479950e+05,6.773217102083124919e+05
4.479957501321034506e+06,7.149505181032763794e+06,2.602550987176661845e+06,2.357703151210458018e+06,4.429135264774726238e+05,7.453343091065086192e+05,7.434654136396648828e+05,1.304647355664219474e+06,1.807069733341070125e+06,9.328192605814336566e+05,1.474059428730685730e+06,1.151825874699032633e+06,2.468444554768913367e+05,5.704778661417751573e+04,3.559387728672940866e+05
2.583404072774547152e+06,5.767581339752324857e+06,1.255394832749902271e+06,1.306464257452730322e+06,1.285336182894408412e+05,3.226808887261697673e+05,3.234773678250344819e+05,4.749427757029389613e+05,8.190050709806247614e+05,2.949633112817619694e+05,4.828571115072335815e+05,4.377633985041405540e+05,1.006888798024138669e+05,1.905312735545663963e+04,1.348985629241287534e+05
5.027398187172903679e+06,7.068627090481434017e+06,3.778569603584039956e+06,3.336368865351782180e+06,3.031807230734688346e+05,1.032810994181387941e+06,1.032066675806382438e+06,1.277346183199384715e+06,2.136640642001741100e+06,9.585991882466131356e+05,1.837135508682768093e+06,1.654215645468997769e+06,4.644008791416770546e+05,2.068164166133194230e+05,6.098368658190160058e+05
1.832145648756847484e+06,4.355036997572440654e+06,8.856728553762675729e+05,8.402559484749715775e+05,9.930012667185218015e+04,2.621052362859639688e+05,2.618959902151303249e+05,3.721752248324908433e+05,7.155362830118163256e+05,3.738458685567071661e+05,6.667313344814082375e+05,5.644433523252872983e+05,1.386007130099779461e+05,2.713796842458075116e+04,1.779516234421415720e+05
2.033027546708939131e+06,5.206644029232002795e+06,1.095696369647063315e+06,1.009261800188968657e+06,1.146101837433229521e+05,3.455341269353706739e+05,3.456789460280497442e+05,4.574541557918169419e+05,9.149566678836983629e+05,4.040027625923230080e+05,7.544239401382739889e+05,7.039607021745732054e+05,1.433624023011495883e+05,2.665051674896280383e+04,2.237118428024963941e+05
