6.616116015961983241e+06,1.231903340355110355e+07,4.240327705773354508e+06,3.324467670293475967e+06,6.343193112444047583e+05,1.150614698735389160e+06,1.151412432605690090e+06,1.897005437283806503e+06,2.683553520799112041e+06,1.400564608753952431e+06,2.653706062312132679e+06,2.565055059992249124e+06,7.020341572565865936e+05,3.326296106571459095e+05,1.173964195264210692e+06
3.885784147124384064e+06,7.419221946349694394e+06,2.665368048644681461e+06,2.127136799837059341e+06,3.632312120736131910e+05,7.909512827646788210e+05,7.915179098899768433e+05,1.164926204238861101e+06,2.068652414157143794e+06,1.088753030126017984e+06,1.906818298552751541e+06,1.647732794824894983e+06,3.675476842687460594e+05,1.034978935960630770e+05,5.528887174116504611e+05
4.683243976241703145e+06,7.528066186423579231e+06,2.604341244012017734e+06,2.372451062979703303e+06,3.150201519685780513e+05,5.828572016918676673e+05,5.841772317699034465e+05,8.804355818241329398e+05,1.448725781613174360e+06,5.957836208516518818e+05,1.007776234471110394e+06,9.266580652806988219e+05,2.338689378391219652e+05,5.511751815198112308e+04,3.455353618942836765e+05
5.467102310712379403e+06,1.101966406108450145e+07,3.690724171456821728e+06,3.021415064437772613e+06,5.131749781037177891e+05,9.629949004504216136e+05,9.636305126355179818e+05,1.516349038597946754e+06,2.134407085385808721e+06,1.043595324449248845e+06,1.937834436164883664e+06,1.804058257501471322e+06,5.905021001405630959e+05,1.688112443236444378e+05,6.209564648424851475e+05
2.585759207488195505e+06,5.363813108297555707e+06,1.402895294041729765e+06,1.313868857760979794e+06,1.543604588114602957e+05,4.095268915228256956e+05,4.094364349365771050e+05,5.386929696158516454e+05,8.904612967470230069e+05,3.869017733419545111e+05,7.016372110050289193e+05,6.351910087856411701e+05,1.616597191119242925e+05,3.599262901504884940e+04,2.674232268357898574e+05
7.883730976667241193e+06,1.338110755478014983e+07,5.183792983639014885e+06,3.637784629828769714e+06,8.650052793531161733e+05,1.620052112851916114e+06,1.618433894147882005e+06,2.545961916614421643e+06,3.880412291223789100e+06,2.123859050463372841e+06,3.845123167233777698e+06,3.686066334907021839e+06,1.014771837783413008e+06,3.099381405628228677e+05,1.657786490001181141e+06
4.795095983577121049e+06,8.175012973725746386e+06,2.992220570744799916e+06,2.679875083907857072e+06,4.001183370078532607e+05,8.076282145212317118e+05,8.070901487456413452e+05,1.312501882844466250e+06,2.006683901531333569e+06,1.064697059011499165e+06,1.792964137291288935e+06,1.765812837681130506e+06,4.641430704723733943e+05,1.352576952138890047e+05,7.154133883416166063e+05
2.969636595139693934e+06,5.700233165087659843e+06,1.908232825697074411e+06,1.666620063098191982e+06,1.615341027827036742e+05,5.426356819380647503e+05,5.424049836033589672e+05,7.771571198102352209e+05,1.388174977925611660e+06,6.310128825934188208e+05,1.368114819563585566e+06,1.379141941700631520e+06,3.163425640446689795e+05,9.722259956423065159e+04,5.732173380001558689e+05
9.205283539169901982e+06,1.322954190627702139e+07,6.386610506689635105e+06,4.754954844353283755e+06,1.061650486256335396e+06,1.772689951882248512e+06,1.775078624957378255e+06,2.658176990095412824e+06,3.898889203464467078e+06,2.112815232015409507e+06,3.685946792238826398e+06,3.128198025328060612e+06,7.369030219293432310e+05,2.282927491735467338e+05,8.906489392644274049e+05
6.494336038912550546e+06,9.450537894773883745e+06,3.545982941534038633e+06,3.248157831814493984e+06,4.822035295718002599e+05,9.011020855112378486e+05,9.021158598099384690e+05,1.343103244422943331e+06,2.358142520999588072e+06,1.368317529481170699e+06,2.379417276481322944e+06,2.129047971162022091e+06,4.562516200243785279e+05,1.131019298586228542e+05,8.374273407059285091e+05
5.523504363975618035e+06,6.531026446416763589e+06,3.837228426849841140e+06,3.304870837044777349e+06,5.754138638115952490e+05,1.059498465635079192e+06,1.061434738543840358e+06,1.583647741672108881e+06,2.241336960282343440e+06,1.171608196056843735e+06,1.916956348673539003e+06,1.814333730213727104e+06,5.618997742595651653e+05,2.564782907274878526e+05,6.977692874097444583e+05
4.385629336698343977e+06,6.721268909003124572e+06,2.897696503218128346e+06,2.236980099636660889e+06,4.750818269463806064e+05,8.697839750164878787e+05,8.687146877839252120e+05,1.311981319685239578e+06,2.256038437064189464e+06,1.375144616727802204e+06,2.306654554242182989e+06,1.932833611879805801e+06,3.817202931999245775e+05,9.403186323926124896e+04,7.478563796494593844e+05
4.972563621814693324e+06,7.867575820838782936e+06,2.683810084219254553e+06,2.558012037922271993e+06,2.380358380564589461e+05,7.296344661411788547e+05,7.294236928478325717e+05,9.993829345146613196e+05,1.572819820071785012e+06,6.893547918705322081e+05,1.254347628619806375e+06,1.202310651327847969e+06,3.603088928610341391e+05,1.478110208862010040e+05,5.360319845233802916e+05
2.349860674709117971e+06,5.837389324719590135e+06,1.311196550508403685e+06,1.223177170406697085e+06,1.348126556332133187e+05,3.533850059101146180e+05,3.538398705178380478e+05,4.551897813748780754e+05,9.171956778044510866e+05,4.281508301811153069e+05,8.625667059812281514e+05,8.235231847445048625e+05,2.047427609100706759e+05,5.228320183089620696e+04,2.811814905267850845e+05
2.526583721547062974e+06,5.361355795243946835e+06,1.349788205324280076e+06,1.274604730473881820e+06,1.640548951475746580e+05,4.261728233542641392e+05,4.279806004957278492e+05,6.236203667917355197e+05,9.454127019454839174e+05,4.727971829911562963e+05,8.790180706389012048e+05,7.732666740390757332e+05,2.163105342364874668e+05,6.739885773623797286e+04,3.061059796133408672e+05
3.561462938940763939e+06,7.798618338063392788e+06,2.167670296931313351e+06,1.752571766160113504e+06,2.994025471987453056e+05,7.053212632436094573e+05,7.055975636400132207e+05,1.068874688643500675e+06,1.801532310129838763e+06,9.122440905875333119e+05,1.671476177771142684e+06,1.518284734261179576e+06,3.627935735459213611e+05,1.154814012798568729e+05,5.459317588758106576e+05
8.583074499791106209e+06,9.904979557947097346e+06,5.676979559480389580e+06,4.279491880476481281e+06,1.043937837295062141e+06,1.396876849606927484e+06,1.397393066200337606e+06,2.087406045451694168e+06,3.256007918381114956e+06,1.740666376610826235e+06,2.967782797401577700e+06,2.604066361427906901e+06,6.583421670598998899e+05,1.807507263183836185e+05,1.102277071773046395e+06
4.499052462162949145e+06,9.264345903528748080e+06,2.694461281617661007e+06,2.347924794662482105e+06,3.707974705151764792e+05,7.494158719204047229e+05,7.485157675121659413e+05,1.153020432845040923e+06,1.932748140158889117e+06,1.076652485527195502e+06,1.894949105554471957e+06,1.682179226697982987e+06,4.655122787324863020e+05,1.552346038388193119e+05,5.946558887107496848e+05
3.037357610781016760e+06,6.088918130873501301e+06,1.867225243004724383e+06,1.690196040020697052e+06,2.351044875087497057e+05,5.743547246604049578e+05,5.732468462986595696e+05,8.889758172354843700e+05,1.550392683897452429e+06,7.470575935569931753e+05,1.486762966477362672e+06,1.512016641768527217e+06,3.962312855793889612e+05,1.170260973969171901e+05,5.675202656506551430e+05
4.369144501381870359e+06,9.021728393833937123e+06,2.989452521738182288e+06,2.706442629742599558e+06,4.688640005876208306e+05,8.575687044952245196e+05,8.574637521196088055e+05,1.239796400277941953e+06,2.237525482447793242e+06,1.166571999018657021e+06,1.713767656567136990e+06,1.556299592195951380e+06,4.697183579735645908e+05,1.482642151876589051e+05,6.444328297744247830e+05
2.093166497698082123e+06,4.275027100888254121e+06,1.114432710439014249e+06,1.073376015748734586e+06,9.935220933858677745e+04,3.054023300440119929e+05,3.049508438056828454e+05,4.848359669268682483e+05,9.643042037404678995e+05,3.999416340269044158e+05,7.068335599366996903e+05,7.183042571573406458e+05,1.740113709650640376e+05,4.303053991066773597e+04,3.487783088387657772e+05
