,alfalfa,almond,apple,avocado,citrus,corn,cotton,cucumber,deciduous_misc,field_misc,grain,grape,melon,nursery,onion,pasture,peach,pepper,pistachio,potatoe,rice,squash,strawberry,subtropical_misc,tomato,vegetable_small,walnut
0,5.6181648441586765,11.003855531968279,0.6028000000000001,0.0001,7.8108312012480505,2.525471872483955,6.5510673907175585,0.0505,4.1446000000000005,0.9114207262880898,0.4876246954595792,45.57115408972913,0.013000000000000001,0.0,0.2706,0.0805,1.7439,0.42260000000000003,0.1721687987519501,0.020999999999999998,0.0,0.1162,0.32499999999999996,0.5588000000000001,0.0192,0.8032000000000001,0.32234084919472916
1,6.162576923076923,11.657219916765756,0.6642,0.0001,7.603800261593343,2.222923076923077,4.34,0.054299999999999994,4.2559000000000005,1.1015,0.42292984542211653,47.82270999999999,0.0115,0.0,0.3815,0.165,1.5773,0.30619999999999997,0.1802199762187872,0.0165,0.0,0.078,0.23409999999999997,0.4971,0.0782,0.8709999999999999,0.328
2,6.291690975924577,11.522433363263934,0.42996999999999996,0.0,8.7627,2.800905825242718,3.4976472866041863,0.0489,3.78095,1.2911999999999997,0.4495058252427185,47.69717672372187,0.007,0.002,0.41215,0.618,1.7513999999999994,0.1258,0.2397,0.002,0.0,0.0253,0.24980000000000002,0.3906,0.0213,0.8271300000000001,0.2691
3,5.872099310886904,12.420052428599739,0.41090000000000004,0.0,8.37997,3.242328284464975,3.5925348984172887,0.07659999999999999,4.1120399999999995,0.8957,0.9176010398276252,47.60107403780347,0.0055,0.002,0.37539999999999996,0.081,1.6952199999999993,0.1487,0.1752,0.038,0.0,0.1251,0.2076,0.3135,0.0167,0.7612300000000001,0.31260000000000004
4,4.693737913437613,12.70734322207959,0.3809,0.0,9.11094,3.5120440894467424,3.096,0.0106,3.7319199999999997,1.4821197530864194,0.8870086419753087,43.798919999999995,0.01,0.002,0.2684763799743261,0.0615,1.69587,0.0147,0.185,0.004,0.0,0.1646,0.10120000000000001,0.322,0.0232,0.7895,0.2926
5,5.691331007751939,11.435679999999996,0.23800000000000002,0.0,8.915399999999998,3.5760116279069774,2.0515,0.011699999999999999,3.21442,1.0184573643410852,0.9946999999999999,42.78719999999999,0.004,0.002,0.3192,0.345,1.7078,0.031100000000000003,0.206,0.011,0.002,0.0844,0.09009999999999999,0.11599999999999999,0.0183,0.6954499999999999,0.2485
6,6.063033333333333,12.161580000000002,0.2156,0.0,9.280199999999997,3.4932,2.3209,0.013999999999999995,2.7277,0.9861,0.8549,38.20565666666666,0.0025,0.002,0.3,0.047,1.30522,0.03450000000000001,0.219,0.004,0.0,0.20002,0.134,0.1575,0.0596,0.70689,0.3295
7,5.953017404176801,12.763773413173652,0.2624,0.0,10.703771309771309,3.41369776250476,2.3182597729913303,0.0315,2.71827,0.9690000000000001,1.6561963982482795,38.04466393913387,0.002,0.002,0.18033000000000005,0.148,1.7154199999999997,0.011799999999999995,0.225,0.005,0.0,0.0624,0.10214999999999999,0.28150000000000003,0.1211,0.8262900000000001,0.318
8,6.616659493469691,14.257413656970948,0.16649999999999998,0.0,9.74922,4.134750607002602,2.0308,0.0223,2.45235,1.3118840659340658,1.258,39.68085217662269,0.0035,0.0,0.17077,0.005,1.7446399999999995,0.0165,0.24719999999999998,0.01125,0.0,0.13798,0.1078,0.10409999999999998,0.08159999999999999,0.7616999999999999,0.3505
9,5.82492190213367,15.576544492959972,0.1834,0.0,10.01706,3.679933047545216,1.276265007813439,0.02625,2.7457500000000006,0.7134523680241327,0.8689205882352942,39.967348739847935,0.0171,0.0,0.1637,0.107,2.139418698160837,0.011300000000000001,0.315,0.014,0.0,0.16072,0.08279999999999998,0.181,0.0446551552795031,0.76796,0.402
10,5.437435209906015,16.00944,0.1839,0.0,9.569959999999998,3.8280000000000003,1.3720986321960016,0.01831,2.3248500000000005,1.12476,1.4444499999999998,39.12700890402755,0.0038,0.0,0.1175,0.009,2.2013872538704344,0.013099999999999997,0.325,0.019,0.0,0.07995,0.0531,0.33499999999999996,0.02041,0.67168,0.338
11,5.829218994131602,18.105411867018244,0.1519,0.0,8.60163,3.8673676758403737,0.7366287015945329,0.0034000000000000002,2.337792316684378,1.0732941255492021,1.7129590908157866,40.757157228365884,0.004,0.0,0.1077,0.029,2.0721700000000003,0.00415,0.35619999999999996,0.027,0.0,0.0632,0.08310000000000001,0.346,0.0046,0.4247,0.3425
12,5.416177634749303,18.855273641756046,0.1404,0.0,9.82395,3.583890908223813,0.44662870159453305,0.0019,2.263346409240784,1.325938632986627,1.830099639364144,39.93395767149482,0.0024,0.0,0.1167,0.02478,1.910186760589933,0.007600000000000002,0.371,0.024,0.0,0.0242,0.09,0.385,0.011949999999999999,0.46576000000000006,0.447
13,6.279042830874406,20.59969679747879,0.09446593406593409,0.0,10.400010000000002,3.3283770544753786,0.4489291208791209,0.013349999999999999,2.3797146822199498,0.6412399288906285,1.680047851460377,39.47267130619728,0.0015,0.0,0.12175,0.03258,1.8211699999999993,0.010418788398928333,0.328,0.038,0.0,0.16725,0.0805,0.508,0.020649999999999998,0.5934557050592035,0.4195
