,alfalfa,almond,apple,citrus,corn,cotton,deciduous_misc,field_misc,grain,grape,melon,onion,peach,pepper,pistachio,potatoe,squash,strawberry,subtropical_misc,tomato,vegetable_small,walnut
0,0.9362655042416513,2.092291442021914,0.9346217018282746,11.065817719316462,0.57,7.043378507011859,1.6492925547228487,8.692880472733249,0.810055478254934,17.976498091372363,1.4105989329444313,1.3780863904869425,0.7542962650350914,0.4956521739130435,0.158,15.045870240569487,0.0,0.00025,0.05,0.045,0.4202445255474453,0.14
1,0.9897708513119838,2.3922621617439335,0.9642495651312113,11.244936683576185,0.9415914437997821,3.5660964277092755,1.3599946273795718,8.742335399310944,1.1387933018288023,18.64940053469038,1.105990199694288,1.8718032890646603,0.6864438063522202,0.6413796975827933,0.15601321585903083,16.160640514704543,0.025832492431886983,0.0,0.08522935779816515,0.39970246085011185,0.34829396918022576,0.14
2,0.7776360354443482,2.2580646268621023,0.9540315642136021,11.086842408867284,1.0235874108679617,4.0680222359876455,1.0973365663431875,8.810717244349934,1.2771223271398113,18.657033395307902,1.5981649175270403,1.2186034725818569,0.5694106437080858,0.7710118083200043,0.158,13.940340864833477,0.055670459455566756,0.0,0.05,0.085,0.4354640181901976,0.14
3,1.0737003246538128,1.7209092624028455,0.25719000000000003,11.105938093196727,0.7447599592531424,3.900914688587271,1.0533794535886238,7.021019649870795,2.2032717315760726,19.913633101900214,1.0610022975829425,0.91850813467501,0.6799034176205364,0.5391348368407193,0.158,13.658621881608601,0.0,0.05,0.0,0.7625731666426896,0.341,0.14
4,0.894,1.468,0.16186,11.679103297566812,0.549,4.8731904761904765,1.5843918651943871,3.714886700231759,1.5702742747542555,19.660371159899633,1.3248028045574056,0.39973000000000003,0.5170798210426211,0.461,0.073,8.389769600562653,0.0,0.08,0.0,0.509,0.2255,0.14
5,1.4803153846153845,1.133255466756765,0.1680068970885879,11.79753359520583,0.9316054091539528,3.1945298593101823,1.3105312574781736,9.522579661529532,1.694294009691986,19.371744545430957,0.8311428212491219,0.602328923236742,0.6067619199794942,0.4559253959009345,0.158,13.933018423154072,0.0,0.081,0.04,1.2476873904081889,0.41694903981009884,0.14
6,1.0464238397965668,1.1264793083495315,0.0998,11.69446481923205,0.456,3.393760021711273,1.704468088194782,9.463160509415069,1.2440172306863335,17.67848505716289,0.9259654134486717,0.8175345580968079,0.54802,0.574896766709228,0.158,12.894506828369787,0.0,0.17120000000000002,0.16,1.462657558827003,0.33537000000000006,0.14
7,1.7425235982770213,1.0247618021723524,0.059,11.600168902347878,0.5790700000000001,3.134959501878528,1.9580172641238967,9.345014972644789,0.9054273792528629,16.751863814464993,0.9204367008275057,1.0834141808181168,0.4406641624064607,0.7246900545596294,0.158,12.180762471130603,0.0,0.196,0.08,0.8353959358361035,0.8164292592592592,0.14
8,2.663735409191402,2.112776714887689,0.10551000000000002,12.22399545107771,0.48481,2.8919710777761454,1.9911474959560882,10.695433149481874,0.8982050847549021,16.961566225131524,0.6958645888010327,1.1528162882154134,0.46894471610137617,0.6590450740158272,0.158,11.320595710401527,0.0,0.1957,0.0,0.5792019786910199,2.4381810355164717,0.14
9,1.9398111111111112,2.5861798333062116,0.016,11.873213343607874,0.41129000000000004,3.033594203474956,2.6507846153846155,7.479446690291375,2.17293422180001,16.374210405867185,1.0364736525392102,0.935189828386335,0.3098,0.6465887025145628,0.158,10.361501810291218,0.015391342369916926,0.2,0.0,0.2558306342026872,2.067859604852724,0.14
10,1.0721901291248208,3.5061064928677714,0.0698,12.503080535012048,0.6384968951323481,2.488629829811412,2.307578259411837,8.252496008801973,2.2473414358892922,17.668402062409115,0.8019068594776317,0.7899076705951077,0.35478544163063624,0.7704663870856683,0.158,11.094762419757751,0.015937635339974016,0.21,0.040969990906335255,0.46181929093415536,1.9563226558121254,0.14
11,2.4267909043937603,3.4147411444872358,0.0698,12.516435557067423,0.3601556369091793,2.0216614121660643,2.1858207542553347,9.084539991803656,2.9007014637560444,16.03714048307405,0.705602477764564,1.1848068877125748,0.39576999999999996,0.6512741394308531,0.158,10.608937745766916,0.04328824141519251,0.2085,0.0009699909063352532,1.108408170954372,2.519794998136444,0.14
