7316246.3,11953842,5097601.59,3954308.009,963536.4949,1427657.444,1428896.335,2495401.099,3716696.821,2082298.038,4427286.937,3841364.76,1120371.245,694727.191,1463174.55
9388442.17,13692131.8,5658535.69,4376904.63,1051333.999,1659500.69,1659496.869,2784202.16,3702907.618,2101601.616,3096898.54,2669847.72,598439.417,181040.559,1056714.723
3388237.66,7568713.5,1413161.41,1643209.672,128593.9027,468287.2046,467501.086,595555.0659,998797.4439,499097.445,1115080.2,1004925.06,247424.897,73065.04,398412.01
8156463.3,15602116.5,5283556.776,4615323.7,677199.909,1303598.843,1303598.085,2114597.539,3041096.014,1601900.567,3136698.49,2845298.21,851268.623,337378.2135,1233034.08
4043879.08,8334592.7,2991291.56,2153785.26,388270.1599,798967.7324,800400.7667,1230857.763,1785592.014,961007.4198,1829200.17,1612488.82,359209.581,103388.8601,444408.87
6991071.4,9775871.3,5449879.629,3540014.92,877400.0244,1515510.163,1515499.764,2353001.92,3377103.574,2105997.664,3578300.37,2758337.62,546110.701,173132.92,981746.33
2366475.83,6986523.8,1410686.045,1284462.6,136904.572,428508.688,429034.0831,594172.517,1061910.769,501942.425,1016941.14,931552.18,200570.609,44850.17538,310740.12
2976199.86,7283535.6,1544900.66,1559000.5,138230.2097,415701.7548,415498.8502,599599.946,1069808.074,440401.181,888600.77,958745.46,229419.689,52869.685,565259.381
6814839.2,13218477.6,3943857.28,2917295.34,536619.1698,1082498.935,1082499.7,1767999.682,2609447.279,1411303.255,2898102.21,2485655.08,481749.566,134435.023,875807.82
5581000.78,13015844.3,3169601.5,2760708.79,414609.3938,842203.86,842200.6471,1303799.999,2045998.947,1100903.258,1954397.62,1773859.54,370429.849,95086.37552,578157.31
6277706.3,10266855.7,4014965.44,3382636.92,587149.3595,1071076.07,1069100.936,1708904.68,2656544.522,1507713.982,2831176.02,3040567.5,795378.956,311701.982,934422.104
4460403.3,6957003.2,2758221.11,2362408.36,390389.2306,832899.7868,832899.1699,1321001.215,2070907.435,1070301.517,1847195.946,1753742.708,435550.005,115269.6695,677261.1
2712502.67,5473046.9,1596899.48,1411199.673,229130.2052,554400.6357,554187.285,851492.154,1559218.677,877199.4377,1602798.825,1461632.59,245349.6,51611.59492,522160.3
3572601.42,7657370.2,2138800.26,1946687.229,258140.5443,577690.3053,578999.3257,744999.8151,1262850.286,638800.2541,1173599.994,1089320.67,245899.789,57401.931,379909.17
3099348.65,6377286.5,1863476.83,1837690.374,214451.726,522225.395,522214.514,811357.691,1471999.114,734353.362,1370462.417,1433645.49,359156.203,118849.0358,561999.76
5149353.62,9530518.9,2917480.18,2685491.79,368879.3728,822450.515,824098.2119,1206898.973,1920485.163,998600.233,1588197.44,1492236.515,342350.035,82159.25218,429534.97
